id_doc 	page_pdf	page_book 	constr_type 	conjunction 	special_word 	meaning_Shvedova	meaning 	formula 	 formula_new 	year_first_using 	text_first_using 	year_last_using 	text_last_using 	other_examples	comments																				
194	85	170	временная	как скоро	0	последовательность	последовательность	VP-pfv, как скоро VP-pfv	Clause, когда Clause	1859	Фельдшер обещался придти, как скоро дождь перестанет. [Н. В. Успенский. Сельская аптека (1859)]	1973	Единственное, что меня волнует, это вот что: эта популярность падет, как скоро Папа скажет «конкретно», во что он верит… [А. Д. Шмеман. Дневники (1973-1983)] 	0	0																				
195	85	170	временная	как скоро	0	условно-следственное	условно-следственное	Clause, как скоро Clause	Clause, коль скоро Clause	1766	"Все, что нравоучение противу праздности сказать может, будет всегда весьма слабо, как скоро не сделается из того государственного преступления; и не прямое ли то воровство, когда требовать жизни, которая бы не причиняла ни малейшего труда? [Д. И. Фонвизин. Торгующее дворянство (1766)]"	2002	— Как написано в одной умной книжке, «Мужчина становится груб и дик, как скоро он перестаёт быть вежливым и внимательным». [Наталия Ермильченко. Леди и джентльмены // «Мурзилка», 2002]	Но между ними сейчас же явится перед вами живая кровная связь, как скоро вы будете изучать в хронологическом порядке всех русских писателей. [Н. Г. Чернышевский. Очерки гоголевского периода русской литературы (1856)] 	0																				
196	85	170	временная	как скоро	0	условно-следственное	условно-следственное	как скоро Clause, Clause	коль скоро Clause, Clause	1723	Как скоро кто писать склады обстоятельно научится, таковых немедленно брать в арифметику и конечно того надзирать, чтоб в арифметике беспотребными правилы времяни не продолжали и учащихся не утруждали. [В. Н. Татищев. Наказ комиссару екатеринбургских заводов Федору Неклюдову (1723)] 	1937	Я воображал, что, кроме меня, никого и ничего не существует во всем мире, что предметы не предметы, а образы, являющиеся только тогда, когда я обращаю на них внимание, и что, как скоро я перестаю думать о них, образы эти тотчас же исчезают… [И. А. Бунин. Освобождение Толстого (1937)]	Как скоро поэт выразил своим произведением идею, его дело сделано. [В. Г. Белинский. Взгляд на русскую литературу 1846 г. (1846)]	0																				
197	85	170	временная	коль скоро	0	условно-следственное	условно-следственное	Clause, коль скоро Clause	0	1787	"Супругъ, д?ти, домъ, вотъ ц?лой св?тъ для Палмиры; ты р?дко увидишь прочихъ людей; какая теб? нужда въ толикомъ скопищ? притворщиковъ названныхъ обществомъ, которые безпрестанно и жестоко мучатся, что бы ничего не д?лать; которые перем?няютъ свои личины, для перем?ненїя своихъ удовольствїй, и которыхъ бытїе престаетъ, коль скоро н?тъ пищи для ихъ киченїя; для тебя же, вс? твои минуты заняты, ты мать. [Письмо къ Палмир? // «Л?карство отъ скуки и заботъ», 1787] "	2014	И заслушать его показания на суде уже нельзя, коль скоро эти показания не фигурируют в материалах предварительного следствия. [Александра Маринина. Ангелы на льду не выживают. Т. 1 (2014)] 	Думаю: зачем же мне распоряжение делать, коль скоро закон за меня распорядиться может. [М. Е. Салтыков-Щедрин. Господа Головлевы (1875)]	0																				
198	85	170	временная	коль скоро	то	условно-следственное	условно-следственное	коль скоро Clause, то Clause	0	1742	"Иныя изъ своей проступки, д?лаютъ обязательство; и коль скоро въ чемъ проступятся, то думаютъ изъ того честь получить, ежели оное погр?шеніе продолжать станутъ. [С. С. Волчков. Придворной челов?къ [перевод книги Грациана с французского] (1742)]"	2014	Коль скоро все решения ФАС, которые в настоящее время оспариваются в арбитражных судах, будут рассматриваться президиумом ФАС, то этот орган не сможет рассматривать дела по существу, ? считают в ВШЭ. [Александр Лабыкин. Монопольный форсаж // «Эксперт», 2014] 	Коль скоро принес половину, то донесет и остальные.  [Ф. М. Достоевский. Братья Карамазовы (1880)] 	0																				
199	11	22	присубстантивно-относительная	который	0	дополнительная характеристика/новое сообщение	дополнительная характеристика/новое сообщение	NP, который Clause	0	1698	"Того ж времяни государь дал позволение всем своим подданным ездить во иностранныя европския государства для обучения, которое прежде было запрещено под казнью; и не точию позволил на сие, но еще к тому их и принуждал. [А. М. Макаров (ред.). Гистория Свейской войны (Поденная записка Петра Великого) (1698-1721)] "	2015	Часто обремененный многочисленным семейством сельский пастырь с трудом давал своим детям возможность окончить только духовное училище, которое позволяло претендовать на место младшего церковнослужителя, то есть дьячка. [И. А. Забежинский. «Грязен, неряха, груб, глуп и, наверное, пьяница… Боже мой, и это священник!» (2015.11.07)] 	Ночевали в городе Тогнау, в который въехали ночью. [Д. И. Фонвизин. Письма родным (1784-1785)] 	0																				
200	11	22	присубстантивно-относительная	кой	0	дополнительная характеристика/новое сообщение	дополнительная характеристика/новое сообщение	NP, кой Clause	NP, который Clause	1752	И в сих точно и токмо, именно ж, в углубленном внимании, в рассудительном разборе, в тонкой смотреливости и в остром провидении состоит существенная природа всего благоразумия, коего должность есть «показывать способ к употреблению и способность в употреблении средствий». [В. К. Тредиаковский. Слово о мудрости, благоразумии и добродетели (1752)] 	2014	Две двухкомнантые квартиры Кэйплов отвели на готовку и праздничный стол, а трехкомнатную квартиру Mapшии и ее мужа Маршалла отдали детям, коих набралось немало: трое ? от Беккеров, четверо ? от Кэйплов и еще с полдюжины от московских аборигенов. [Вильям Смит. Американец в России — оказывается это очень просто и даже интересно! // «Знание-сила», 2014] 	Римляне строили большие дороги, водоводы, коих прочности и ныне по справедливости удивляются. [А. Н. Радищев. Путешествие из Петербурга в Москву (1779-1790)]	0																				
201	11	22	присубстантивно-относительная	где	0	дополнительная характеристика/новое сообщение	дополнительная характеристика/новое сообщение	NP, где Clause	0	1722	Потом уже и на море, где прежде и мирнаго шествия мы не умели, полученныя дивныя виктории и богатыя корысти! [архиепископ Феофан (Прокопович). Слово о состоявшемся между империею Российскою и короною Шведскою мире (1722)] 	2015	Жил я тогда в Новогирееве, где мне принадлежала половина дома с садом. [протоиерей Владимир Тимаков, Д. Менделеева. Уход от слежки, «Андрюшкины» роды и другие воспоминания о митрополите Антонии Сурожском (2015.06.19)] 	9/20 приехали мы в город Герцберг, где обедали очень плохо. [Д. И. Фонвизин. Письма родным (1784-1785)] 	0																				
202	11	23	присубстантивно-относительная	который	0	качественно-определительное	характеристика	NP, (NP) который-Gen (NP) Clause	NP, NP который-Gen Clause	1698	Ноября в последних числех от генерала князя Репнина получена ис Полоцка ведомость, что с полковником Флюком посылана была другая партия в 1000 человеках, которой, случась с войском гетмана Вишневецкого в Жмуйдах, напали на сапежинское войско, которого конницу всее розбили и несколко сот пехоты, также и 6 пушек взяли. [А. М. Макаров (ред.). Гистория Свейской войны (Поденная записка Петра Великого) (1698-1721)]	1996	Они лежали бок о бок, и Матюшин слышал, как могуче бьется его сердце, а тогда через волю вспоминал про свое, которого биения и самому не было слышно. [Олег Павлов. Дело Матюшина (1996)] 	Вижу всех вас, достойные матадоры провинции, которых беседа имела влияние на характер моего героя. [Н. М. Карамзин. Рыцарь нашего времени (1803)] 	0																				
203	11	23	присубстантивно-относительная	кой	0	качественно-определительное	характеристика	NP, (NP) кой-Gen (NP) Clause	NP, NP который-Gen Clause	1752	Физика рассуждает или о мире, исполненном всюду вещества, или о мире, имеющем в своем распространении пустоту [inane], по крайней мере по разным местам рассеянную, или также о мире, имеющем неисчетные вихри [vortices], дабы ему быть в движении и состоять в целом соединении своем, или о мире, коего все части взаимно дружка дружку привлекают к себе силою умноженного самим собою так называемого сходства обратного [ratio quadrata inversa distantiarum], в рассуждении их расстояний. [В. К. Тредиаковский. Слово о мудрости, благоразумии и добродетели (1752)] 	2002	Что касается линейки, отсутствие коей заявлялось как главная отличительная черта, то ее введение пойдет на пользу. [Анна Ковалева. Революция на марше. Александр Пономарев все-таки сделает «Культуру» (2002) // «Известия», 2002.07.12] 	И отягченным взорам моим представилися сгущенные облака, коих черная тяжесть, казалось, стремила их нам на голову и падением грозила. [А. Н. Радищев. Путешествие из Петербурга в Москву (1779-1790)] 	0																				
204	12	25	присубстантивно-относительная	который	тот	указательно-выделительное	указательно-выделительное	NP тот, который Clause	0	1682	Да тут же перед Разрядом бит кнутом разрядный подьячий Глеб Афанасьев за то, что он покрал золотые те, которые было довелись дать по указу великих государей ратным людям за последний Крымский поход. [И. А. Желябужский. Дневные записки (1682-1709)] 	2013	Все то цветение Периклова века, того, который именуют «золотым», было ничтожно мало, каких-нибудь лет двадцать (не хочу обращаться, как сказал бы Леонтьев, «за постыдными справками»), и из цветения этого золотого века очень быстро вызрел плод, из которого и отжали цикуту. [Дмитрий Шляпентох. Конец Истории: благословенный Иов // «Сибирские огни», 2013] 	0	0																				
205	12	25	присубстантивно-относительная	который	тот	указательно-выделительное	указательно-выделительное	тот NP, который Clause	0	1722	В ту ж канцелярию должны все губернаторы и воеводы писать о тех делах, которые не прилежат к коллегиям, яко о начатии какой войны, мору, какова замешания или каких припадков. [[Петр I]. Указ о должности Сената (1722)] 	2015	Произвольность ? это когда ребенок может управлять своим поведением, своими чувствами, своими эмоциями, своими действиями и подчиняться тем правилам, которые существуют в том пространстве, где он сейчас находится. [Н. Лейкина. Детская игра: цели, задачи, этапы (2015.11.04)] 	0	0																				
206	12	25	присубстантивно-относительная	кой	тот	указательно-выделительное	указательно-выделительное	NP тот, кой Clause	NP тот, который Clause	1780	Ибо как не возрадоватися зрением лица того, коего одним воображением услаждался он? [архиепископ Платон (Левшин). Слово в неделю Ваий (1780)]	1911	 «в громадное и могучее дерево», если не встанут на защиту Православия все те, для коих это является их единой священной миссией. [В. П. Клевезаль. Еще об иереях-лечителях // «Вестник гомеопатической медицины» (из газеты «Колокол» №1464 от 11.01.1911 г.), 1911] 	0	0																				
207	12	25	присубстантивно-относительная	кой	тот	указательно-выделительное	указательно-выделительное	тот NP, кой Clause	тот NP, который Clause	1748	Для чего не приступаю к исчислению тех благодеяний, кои благоволила оказать для Отечества ныне благополучно царствующая Государыня Елисавета? [В. К. Тредиаковский, И. Войцехович. Сокращение речи г. Тредьяковского о богатом, различном, искусном и несходственном витийстве (1748)]	2013	Несчастная война за Бордо, начатая ради утраченных дворянами вольностей, перенесла в провинцию все те бедствия, коим с горькою усмешкою посвящали они в праздности страницы важных размышлений: прихотливая ярость растревоженного народа, боязливое вольнодумство Парламента, неблаговидные переговоры с Испанией, коих сами виновники тяготились мыслию о государственной измене, ? стоило ли для этого покидать Париж? [Роман Шмараков. Чужой сад // «Сибирские огни», 2013]	0	0																				
208	12	25	присубстантивно-относительная	что	тот	указательно-выделительное	указательно-выделительное	NP тот, что Clause	0	1698	Чего для возможно б было ехать в Италию и Францию, однако ж в разсуждении то имел, что протчие стрельцы, хотя сему бунту и неточны, однако ж сумнение на них надлежало иметь, ибо оная пехота устроена была образом янычар турецких (которые правда и воздали по янычарски). [А. М. Макаров (ред.). Гистория Свейской войны (Поденная записка Петра Великого) (1698-1721)] 	1892	Зимой он на свидании с ней в гостинице повел было себя как всякий самолюбивый ухаживатель, начал упрекать ее в том, что она нарочно тянет их отношения, не верит ему, издевается над ним, как над мальчуганом, все то говорил, чем мужчины прикрывают свое себялюбие и свою чувственность у нас, в чужих краях, во всем свете, в деревенской хате и в чертогах. [П. Д. Боборыкин. Василий Теркин (1892)] 	Приданое ее было по тогдашним временам очень невелико, но надежда та была, что она была одна у отца дочь, следовательно всему имению наследница. [А. Т. Болотов. Жизнь и приключения Андрея Болотова. Описанные самим им для своих потомков (1759)]	0																				
209	12	25	присубстантивно-относительная	что	тот	указательно-выделительное	указательно-выделительное	тот NP, что Clause	0	1733	токмо в нем есть то неудобство, что душа будет материальна, следственно, не дух, и в бесмертности нанесет сумнение. [В. Н. Татищев. Разговор дву приятелей о пользе науки и училищах (1733)] 	2015	И классический старорежимный «костюмированный концерт», и просто опера в концертном исполнении обладают как минимум тем достоинством, что не мешают слушать музыку. [Максим Соколов. Смирение и дерзание // «Эксперт», 2015] 	Из него разве та польза может выйти, что я могу вкрасться в доверенность Сумбуровой. [И. А. Крылов. Модная лавка (1806)]	0																				
210	12	25	присубстантивно-относительная	какой/каковой/который	такой/тот	качественно-определительное	характеристика	такой NP, какой/каковой/который Clause	0	1721	И ежели, по усмотрению его, такому числу, какое объявлено будет из помянутых коллегий, квартиры иметь в том городе будет свободно: то о том заранее, до прибытия тех полков в назначенные города, писать ему в магистрат, дабы оные квартиры росписаны были заранее, и по прибытии полков, показаны им без мотчания. [[Петр I]. Регламент или устав главного магистрата (1721)] 	2014	Кеша почувствовал такое отчаяние, какого с ним не было уже давно. [Виктор Пелевин. Любовь к трем цукербринам (2014)] 	Слушай меня с таким вниманием, с какою искренностию я говорить буду. [Д. И. Фонвизин. Недоросль (1782)] 	0																				
211	13	27	присубстантивно-относительная	какой/каковой/который	такой/тот	качественно-определительное	характеристика	NP такой, какой/каковой/который Clause	0	1750	Владимир Всеволодич, уведав клевету на себя неповинную и что по оной Василько ослеплен, ужасшись, плакал горько о несчастии таком, какого никогда в Руской земли не бывало, и разсуждал, если сему злу дать вкорениться, то всеконечно большее зло и всего государства разорение последует. [В. Н. Татищев. История российская в семи томах. Том второй (1750)] 	2007	У них хватает юмора и такта радоваться миру такому, какой он есть. [Дмитрий Колодан. Покупатель камней (2007)]	Не удостоите ли вы меня позволением прибыть к вашей особе для получения отряда такого, какой ваша известная ко мне благосклонность определит составить. [Д. В. Давыдов. Письмо Ф. Толю (18 мая 1831)]	0																				
212	12	25	присубстантивно-относительная	кой	такой/тот	качественно-определительное	характеристика	такой NP, кой Clause	такой NP, который Clause	1735	Ясно Вам видеть можно, государь мой, что прежде стихи были нужное и полезное дело, а ныне утешная и веселая забава, да к тому ж плод богатого мечтания к заслужению не того вещественного награждения, которое есть нужно к препровождению жизни, но такого воздаяния, кое часто есть пустая и скоро забываемая похвала и слава. [В. К. Тредиаковский. Письмо к приятелю о нынешней пользе гражданству от поэзии (1735)] 	2001	Кугель, Беляев, Блюм и К° ? «писатели» театральных фельетонов ? осыпали К.С. такими эпитетами, давали такие прозвища, кои определить возможно только одним понятием ? глумление. [Т. Доронина. К. С. (Константин Сергеевич) (2001)] 	0	0																				
213	13	26	присубстантивно-относительная	как 	самый (тот)	указательно-выделительное	указательно-выделительное	самый (тот) N, как/когда Clause	0	1751	Но коль горячего усердия жертву полагать на алтарь его долженствует Россия, что он в самое тое время, когда науки после мрачности варварских веков паки воссияли, воздвигнул в ней премудрого героя, великого Петра, истинного отца отечеству, который удаленную от светлости учения Россию принял мужественною рукою и, окружен со всех сторон внутренними и внешними сопостатами, дарованною себе от бога крепостию покрывался, разрушил все препятства и на пути ясного познания оную поставил. [М. В. Ломоносов. Слово о пользе химии, в публичном собрании императорской Академии Наук сентября 6 дня 1751 года говоренное Михайлом Ломоносовым (1751)] 	1997	У меня был «Закат Европы» с самого того времени, когда он вышел в русском переводе (1923). [Эмма Герштейн. Перечень обид (1997)] 	То казалось ей, что в самую минуту, как она садилась в сани, чтобы ехать венчаться, отец ее останавливал ее. [А. С. Пушкин. Повести покойного Ивана Петровича Белкина / Метель (1830)] 	0																				
214	13	26	присубстантивно-относительная	который/когда/как/где/куда/откуда	тот самый	указательно-выделительное	указательно-выделительное	тот самый N, который/когда/как/где/куда/откуда Clause	0	1769	Истинно удивления достойно, что те самые качества, которыми смертный превышает прочих животных и уподобляется вышнему, служат иногда столько же к пагубе, сколько и к совершенству человеческого существа. [Д. С. Аничков. Рассуждение из натуральной богословии о начале и происшествии натурального богопочитания (1769)]	2014	 А как же те самые блага, которые дает мощная голливудская киноиндустрия и которых нет в киноиндустрии отечественной? [Вячеслав Суриков, Анна Меликян. Последний киноромантик // «Эксперт», 2014]	Слуги окружили труп, оставленный на их попечение, вымыли его, одели в мундир, сшитый еще в 1797 году, и положили на тот самый стол, за которым столько лет они служили своему господину. [А. С. Пушкин. Дубровский (1833)] 	0																				
215	14	29	присубстантивно-относительная	который	0	качественно-определительное	характеристика	NP, который Clause	0	1682	В то ж время пытан в Преображенском Михаиле Самсонов сын Богданов с человеком боярина Петра Тимофеевича Кондырева, с Гришкою Тарлыковым, который у него за делами ходил, в государственном деле, и по розыску сыскалась его, Гришкина, вина явная, потому что он, Гришка, доводил на него, Михаила, затеев напрасно. [И. А. Желябужский. Дневные записки (1682-1709)] 	2016	[Владимир Ковалев, жен] Но это вопрос не к инструкциям самим по себе, а к инструментарию, который дает школа в руки учителю, чтобы он добивался результатов. [коллективный. Единый орфографический режим в начальной школе (2016)] 	Березки, которые при мне посажены были около забора, выросли и стали теперь высокими, ветвистыми деревьями. [А. С. Пушкин. История села Горюхина (1830)] 	0																				
216	14	29	присубстантивно-относительная	где/куда/откуда	0	качественно-определительное	характеристика	NP, где/куда/откуда Clause	0	1682	И в 18 день октября, по отправлении воинской думы, учредя полки все к баталии, как надлежит, в три линии, определили командовать: королевское величество польский Август левым крылом, где саксонское войско было, и при нем гетман полный Реуцкой с польским войском, а с правого крыла ? господин генерал его сиятельство князь Меншиков с московскою конницею, и при нем гетман великий Синявский с польским войском. [И. А. Желябужский. Дневные записки (1682-1709)] 	2013	Однако была все-таки на свете некая высшая справедливость ? Терентьев направился не к главному входу, между столовой и актовым залом, где неизбежно толклись празднующие лейтенанты в ожидании девчонок, а к боковому, аварийному, поэтому обновками Виталия имели счастье полюбоваться только двое дневальных перед соседними казармами да патруль пятикурсников во главе с офицером у запасного выхода. [Владимир Васильев. Шуруп (2013)] 	Зала, где собираются купцы, обширна. [Московский телеграф. №7 (1825)]	0																				
217	15	30	присубстантивно-относительная	который/какой	тот	указательно-выделительное	указательно-выделительное	тот (Adj) N, который/какой Clause	0	1698	И между тем временем был государь в дацком городе Алтеноу и смотрел того разореного места, которое от швецких войск разорено. [А. М. Макаров (ред.). Гистория Свейской войны (Поденная записка Петра Великого) (1698-1721)] 	2015	Но вряд ли она успела что-то предпринять для их поисков за тот короткий промежуток времени, который оставил ей убийца. [Марина Зосимкина. Ты проснешься. Книга первая (2015)] 	Не было того беспорядка, который обличает присутствие музы и отсутствие метлы и щетки. [А. С. Пушкин. Египетские ночи (1835)]	0																				
218	16	32	присубстантивно-относительная	какой	такой	качественно-относительное	качественно-относительное	такой Adj N, какой Clause	0	1768	"Къ сему прибавить должно, что видитъ онъ себя такихъ уже л?тъ достигша, какихъ весьма немногіе достигаютъ; и ясно предвидитъ, что смерть подходитъ къ нему нестремительно и невзначай, ниже съ жестокими мученіями, но тихими и кроткими стопами, сир?чь по единому исчезанію или расточенію тоя влажныя стихіи, которая на подобіе св?тильничнаго елея нечувствительно уменшается. [П. И. Погоретский. Опытъ о польз? трезвыя жизни [перевод сочинения Л. Корнелия] (1768)] "	2009	Он вводил в кровь подопытных животных искусственные антигены, то есть такие химические вещества, каких в прежней истории животных быть не могло. [Юрий Чайковский. Юбилей Ламарка — Дарвина и революция в иммунологии // «Наука и жизнь», 2009]	В самом деле, никогда изучение русской истории не имело такого серьезного характера, какой оно приняло в последнее время. [В. Г. Белинский. Взгляд на русскую литературу 1846 г. (1846)]	0																				
219	16	33	присубстантивно-относительная	что	тот (самый)	качественно-относительное	качественно-относительное	(тот (самый)) (Adj) NP, что Clause	(тот (самый)) (Adj) NP, который Clause	1847	В числе мужиков находился и ростовец, тот самый, что встретился с Антоном на ярмарке. [Д. В. Григорович. Антон-горемыка (1847)] 	2009	То самое упадочничество, что Сноу подметил в моральных фибрах гуманитарной культуры и ставил ей в вину, как оказалось, невозможно полностью понять без обращения к истории его любимого второго закона термодинамики». [Карл Левитин. Изреченная мысль // «Знание - сила», 2009]	0	0																				
220	16	33	присубстантивно-относительная	что	тот же	качественно-относительное	качественно-относительное	тот же (Adj) NP, что (и) Clause	тот же (Adj) NP, который Clause	1871	Тот же старый друг, то же неизменное копье, что и в прежни года из житейских невзгод выручал, тот же Патап Максимыч. [П. И. Мельников-Печерский. В лесах. Книга первая (1871-1874)]	2015	Полагаю, что это ягода с того же бесплодного поля, что и санкции с антисанкциями. [Михаил Федотов, Светлана Сухова. «Законодатели не поняли президента» // «Огонек», 2015] 	И во дворе, и около крайней двери, даже на лестнице был тот же противный запах, что и под воротами. [А. П. Чехов. Бабье царство (1894)] 	0																				
221	16	33	присубстантивно-относительная	что	тот же	качественно-относительное	качественно-относительное	NP тот же, что (и) Clause	0	1750	Рота есть древнее славенское слово, то же, что по-гречески оркос, по-латине юраментум, у нас в Библии руской, 3 [кн. [В. Н. Татищев. История российская в семи томах. Том второй (1750)] 	2014	Я придумал слово «мифогеография», ? мифы здесь ? это примерно то же, что и образы, но чуть более устойчивые, ? идея в семиотическом подходе к ним. [Иван Митин, Ольга Балла. Пространство с человеческим лицом: от Геродота до брендинга территорий // «Знание-сила», 2014] 	Мысли были все те же, что в прошлую ночь, однообразные, ненужные. [А. П. Чехов. Невеста (1903)] 	0																				
222	18	36	присубстантивно-относительная	который	0	"определительное; последовательность"	"определительное; последовательность/предшествование"	VP-pfv NP, который (NP-Nom) VP-pfv/ipfv	0	1716	Сего числа послал к посланнику хан Джерьин бека с поздравлением, которому посланник выговаривал, что на таком бездельном дворе поставили и ежели иного двора не отведут, то он поедет стоять на поле и дивится тому, что хан является приятелем, а поступает во всем не так как надлежит приятелю. [Переписка и дела во время посольства Артемия Волынского (1716-1718)] 	2015	Развитие малого бизнеса на местах позволит создавать отраслевые пулы, которые также смогут получать сертификат программы «Сделано на Дону» и входить в торговые сети. [Яна Пасечная. Качество — лучший бренд // «Эксперт», 2015] 	Татьяна Афанасьевна с беспокойством взглянула на брата, который побледнел, закусив губы и молча вышел из светлицы. [А. С. Пушкин. Арап Петра Великого (1828)]	0																				
223	18	36	присубстантивно-относительная	где/откуда	0	"определительное; последовательность"	"определительное; последовательность/предшествование"	VP-pfv NP, где/откуда (NP) VP-pfv/ipfv	0	1698	По которому указу вышепомянутой генерал-маеор пришел в устье Амовжи, где уведомился от взятых рыбаков, что оная эскадра уже в курсе от Дерпта обретается. [А. М. Макаров (ред.). Гистория Свейской войны (Поденная записка Петра Великого) (1698-1721)]	2015	Авдотьевой в голову, наверняка, пришла та же мысль, что сейчас и Катерине: с базы ребят куда-то быстро вывезли, вывезли без их согласия и в такое место, где им, видимо, сильно не понравилось. [Марина Зосимкина. Ты проснешься. Книга первая (2015)] 	По распоряжению Хлопуши караульный отвел меня в приказную избу, где я нашел Савельичка и где меня оставили с ним взаперти. [А. С. Пушкин. Капитанская дочка (1836)]	0																				
224	18	37	присубстантивно-относительная	который	0	"определительное; одновременность"	"определительное; одновременность"	NP, который (NP-Nom) VP-ipfv	0	1698	"В 6 день продолжали той батареи работу и начали другую батарею у Иваня-города на 8 пушек; а между тем продолжалася работа апрошев, которые делал сержант от бомбардир Василий Корчмин, при которой работе ранено 2 человека. [А. М. Макаров (ред.). Гистория Свейской войны (Поденная записка Петра Великого) (1698-1721)] "	2015	Владимир Николаевич должен был набрать людей и, конечно, хотел пригласить своего ближайшего университетского друга Вячеслава Всеволодовича Иванова, который в это время, будучи изгнанным из университета, спасался в Институте точной механики и вычислительной техники ? там существовал небольшой отдел по математической лингвистике и машинному переводу. [Л. Ермолинская, C. М. Толстая. Этнолингвист Светлана Толстая: Нас обвиняли в том, что мы проповедуем религию (2015.10.27)] 	Ибрагим с любопытством смотрел на новорожденную столицу, которая подымалась из болота по манию самодержавия. [А. С. Пушкин. Арап Петра Великого (1828)] 	0																				
